project.number,status,project.type,approval.date,implementation.start.date,original.completion.date,revised.completion.date, project.budget , cumulative.disbursements , undisbursed.amount ,success.rating
8945,ACTIVE,PP,42237.00,42262.00,42643.00,43190.00,  1.500 ,  1.483 ,  0.017 ,
8946,ACTIVE,CD,42230.00,42230.00,44196.00,,  2.000 ,  0.397 ,  1.603 ,
8947,ACTIVE,CD,42241.00,42241.00,43100.00,,  0.675 ,  0.590 ,  0.085 ,
8948,FINANCIALLY COMPLETED,PA,42242.00,42264.00,42766.00,42947.00,  0.630 ,  0.587 ,  0.043 ,
8949,ACTIVE,CD,42250.00,42369.00,43008.00,43738.00,  2.000 ,  0.509 ,  1.491 ,
8950,ACTIVE,PP,42254.00,42276.00,42794.00,43524.00,  1.500 ,  0.977 ,  0.523 ,
8951,ACTIVE,CD,42256.00,42256.00,43646.00,,  0.225 ,  0.203 ,  0.022 ,
8952,FINANCIALLY COMPLETED,PP,42261.00,42261.00,42521.00,42689.00,  0.225 ,  0.219 ,  0.006 ,
8953,ACTIVE,CD,42257.00,42257.00,44196.00,,  2.838 ,  1.157 ,  1.681 ,
8954,ACTIVE,CD,42257.00,42257.00,44196.00,,  1.038 ,  0.651 ,  0.387 ,
8955,ACTIVE,CD,42261.00,42295.00,43496.00,43563.00,  1.500 ,  0.677 ,  0.823 ,
8956,ACTIVE,CD,42265.00,42397.00,43008.00,43465.00,  1.500 ,  0.728 ,  0.772 ,
8957,ACTIVE,PP,42261.00,42401.00,43100.00,43190.00,  2.450 ,  1.466 ,  0.984 ,
8958,ACTIVE,CD,42269.00,42298.00,43039.00,43404.00,  0.800 ,  0.215 ,  0.585 ,
8959,ACTIVE,CD,42270.00,42270.00,42916.00,43276.00,  4.500 ,  2.670 ,  1.830 ,
8960,ACTIVE,CD,42270.00,42297.00,43555.00,44196.00,  2.000 ,  0.309 ,  1.691 ,
8961,ACTIVE,CD,42265.00,42265.00,43455.00,43465.00,  2.000 ,  0.513 ,  1.487 ,
8962,FINANCIALLY COMPLETED,PA,42272.00,42297.00,42794.00,42978.00,  0.400 ,  0.395 ,  0.005 ,
8963,ACTIVE,PA,42272.00,42296.00,42825.00,43100.00,  0.300 ,  0.108 ,  0.192 ,
8964,FINANCIALLY COMPLETED,PP,42272.00,42360.00,42490.00,42855.00,  0.500 ,  0.174 ,  0.326 ,
8965,ACTIVE,PA,42272.00,42297.00,42916.00,43098.00,  0.400 ,  0.261 ,  0.139 ,
8966,ACTIVE,RD,42269.00,42269.00,43099.00,43921.00,  0.675 ,  0.280 ,  0.395 ,
8967,ACTIVE,CD,42276.00,42366.00,43404.00,,  1.000 ,  0.539 ,  0.461 ,
8968,FINANCIALLY COMPLETED,PA,42279.00,42312.00,42766.00,42886.00,  0.400 ,  0.333 ,  0.067 ,
8969,ACTIVE,PP,42278.00,42329.00,43465.00,44012.00,  7.000 ,  1.061 ,  5.939 ,
8970,ACTIVE,PP,42279.00,42300.00,42735.00,43465.00,  1.000 ,  0.255 ,  0.745 ,
8971,ACTIVE,CD,42276.00,42404.00,43006.00,43371.00,  1.000 ,  0.421 ,  0.579 ,
8972,CANCELLED,PP,42283.00,42297.00,42582.00,42582.00,  0.600 ,  -   ,  0.600 ,
8973,ACTIVE,CD,42282.00,42282.00,43404.00,,  0.500 ,  0.150 ,  0.350 ,
8974,ACTIVE,PA,42279.00,42279.00,42825.00,43190.00,  0.700 ,  0.533 ,  0.167 ,
8975,ACTIVE,PA,42291.00,42312.00,42735.00,43100.00,  0.625 ,  0.279 ,  0.346 ,
8976,ACTIVE,CD,42293.00,42311.00,43465.00,,  1.500 ,  0.746 ,  0.754 ,
8977,ACTIVE,PA,42299.00,42299.00,43434.00,43646.00,  3.500 ,  1.232 ,  2.268 ,
8978,ACTIVE,PA,42298.00,42328.00,43100.00,43830.00,  1.200 ,  0.409 ,  0.791 ,
8979,ACTIVE,PP,42300.00,42410.00,42613.00,43251.00,  1.000 ,  0.604 ,  0.396 ,
8980,FINANCIALLY COMPLETED,PA,42291.00,42291.00,42643.00,42947.00,  0.450 ,  0.439 ,  0.011 ,
8981,ACTIVE,PP,42306.00,42334.00,42551.00,43099.00,  0.600 ,  0.580 ,  0.020 ,
8982,ACTIVE,PP,42305.00,42374.00,42766.00,43131.00,  0.750 ,  0.518 ,  0.232 ,
8983,ACTIVE,CD,42307.00,42307.00,44196.00,,  2.000 ,  0.777 ,  1.223 ,
8984,ACTIVE,CD,42307.00,42390.00,44196.00,,  8.799 ,  0.940 ,  7.859 ,
8985,FINANCIALLY COMPLETED,PA,42313.00,42339.00,42490.00,42490.00,  0.350 ,  0.337 ,  0.013 ,1
8986,FINANCIALLY COMPLETED,PP,42313.00,42313.00,42613.00,42613.00,  0.225 ,  0.163 ,  0.062 ,
8987,ACTIVE,CD,42317.00,42359.00,43131.00,43312.00,  2.350 ,  0.850 ,  1.500 ,
8988,ACTIVE,RD,42320.00,42320.00,43100.00,,  1.200 ,  0.921 ,  0.279 ,
8989,ACTIVE,CD,42320.00,42320.00,43412.00,43465.00,  0.900 ,  0.328 ,  0.572 ,
8990,ACTIVE,CD,42325.00,42416.00,43921.00,,  15.406 ,  2.228 ,  13.178 ,
8991,ACTIVE,CD,42307.00,42307.00,43100.00,43646.00,  0.700 ,  0.174 ,  0.526 ,
8992,ACTIVE,PP,42324.00,42353.00,42931.00,43085.00,  1.325 ,  1.059 ,  0.266 ,
8993,ACTIVE,RD,42305.00,42305.00,42825.00,43555.00,  1.500 ,  0.338 ,  1.162 ,
8994,ACTIVE,CD,42328.00,42568.00,43281.00,,  0.700 ,  -   ,  0.700 ,
8995,ACTIVE,CD,42328.00,42360.00,43190.00,43465.00,  0.500 ,  0.280 ,  0.220 ,
8996,ACTIVE,PP,42328.00,42356.00,42643.00,43190.00,  0.800 ,  0.639 ,  0.161 ,
8997,ACTIVE,CD,42328.00,42353.00,43069.00,43465.00,  0.400 ,  0.054 ,  0.346 ,
8998,ACTIVE,CD,42324.00,42324.00,43465.00,,  1.400 ,  0.254 ,  1.146 ,
8999,ACTIVE,PP,42333.00,42333.00,42480.00,43251.00,  0.225 ,  0.085 ,  0.140 ,
9000,ACTIVE,CD,42335.00,42361.00,43190.00,,  0.800 ,  0.493 ,  0.307 ,
9001,ACTIVE,PA,42335.00,42395.00,43146.00,43692.00,  1.750 ,  0.319 ,  1.431 ,
9002,ACTIVE,CD,42335.00,42545.00,43465.00,,  2.505 ,  0.476 ,  2.029 ,
9003,ACTIVE,CD,42335.00,42335.00,43465.00,,  1.100 ,  0.157 ,  0.943 ,
9004,ACTIVE,CD,42341.00,42359.00,43069.00,43434.00,  1.500 ,  0.494 ,  1.006 ,
9005,ACTIVE,PP,42341.00,42377.00,43220.00,,  1.500 ,  0.214 ,  1.286 ,
9006,ACTIVE,CD,42341.00,42425.00,43465.00,,  1.000 ,  0.280 ,  0.720 ,
9007,ACTIVE,RD,42340.00,42340.00,43100.00,43465.00,  1.300 ,  0.477 ,  0.823 ,
9008,ACTIVE,PP,42342.00,42871.00,43220.00,43585.00,  1.000 ,  -   ,  1.000 ,
9009,ACTIVE,PP,42341.00,42405.00,43100.00,45107.00,  3.511 ,  0.792 ,  2.719 ,
9010,ACTIVE,CD,42346.00,42380.00,43100.00,43281.00,  1.500 ,  0.376 ,  1.124 ,
9011,ACTIVE,CD,42346.00,42346.00,44561.00,,  1.275 ,  0.593 ,  0.682 ,
9012,ACTIVE,PA,42346.00,42865.00,43616.00,,  1.000 ,  0.033 ,  0.967 ,
9013,ACTIVE,PP,42346.00,,42825.00,43190.00,  0.800 ,  -   ,  0.800 ,
9014,ACTIVE,CD,42346.00,42369.00,43830.00,,  0.600 ,  0.131 ,  0.469 ,
9015,ACTIVE,CD,42339.00,42339.00,43830.00,,  0.938 ,  0.280 ,  0.658 ,
9016,ACTIVE,CD,42347.00,42374.00,43465.00,43481.00,  1.500 ,  0.531 ,  0.969 ,
9017,ACTIVE,RD,42347.00,42347.00,43830.00,,  5.000 ,  1.820 ,  3.180 ,
9018,ACTIVE,CD,42339.00,42339.00,43496.00,,  0.700 ,  0.331 ,  0.369 ,
9019,ACTIVE,PA,42348.00,42373.00,42978.00,43343.00,  0.500 ,  0.289 ,  0.211 ,
9020,ACTIVE,CD,42348.00,42370.00,43261.00,,  0.500 ,  0.353 ,  0.147 ,
9021,ACTIVE,PP,42349.00,42390.00,42674.00,43465.00,  1.450 ,  0.554 ,  0.896 ,
9022,ACTIVE,PP,42349.00,42501.00,42735.00,43830.00,  2.615 ,  0.751 ,  1.864 ,
9023,ACTIVE,RD,42349.00,42349.00,43465.00,,  0.935 ,  0.468 ,  0.467 ,
9024,FINANCIALLY COMPLETED,CD,42349.00,42349.00,42855.00,43008.00,  1.500 ,  1.285 ,  0.215 ,
9025,ACTIVE,RD,42348.00,42348.00,43100.00,43190.00,  1.500 ,  0.991 ,  0.509 ,
9026,ACTIVE,CD,42349.00,42422.00,43830.00,,  2.750 ,  1.033 ,  1.717 ,
9027,ACTIVE,CD,42352.00,42374.00,43100.00,,  0.320 ,  0.064 ,  0.256 ,
9028,ACTIVE,CD,42348.00,42412.00,44561.00,,  1.050 ,  0.318 ,  0.732 ,
9029,ACTIVE,CD,42348.00,42348.00,44561.00,,  1.100 ,  0.289 ,  0.811 ,
9030,ACTIVE,PP,42348.00,42395.00,43070.00,43281.00,  1.000 ,  0.808 ,  0.192 ,
9031,ACTIVE,CD,42347.00,42460.00,43100.00,43281.00,  1.000 ,  0.582 ,  0.418 ,
9032,ACTIVE,RD,42348.00,42348.00,42735.00,43281.00,  0.850 ,  0.304 ,  0.546 ,
9033,ACTIVE,PA,42349.00,42349.00,43465.00,,  1.500 ,  0.489 ,  1.011 ,
9034,ACTIVE,PA,42352.00,42443.00,43170.00,,  0.825 ,  0.247 ,  0.578 ,
9035,ACTIVE,PA,42348.00,42374.00,43100.00,,  0.400 ,  0.151 ,  0.249 ,
9036,ACTIVE,PA,42352.00,42374.00,42946.00,43159.00,  0.400 ,  0.085 ,  0.315 ,
9037,ACTIVE,PA,42347.00,42461.00,43190.00,43404.00,  1.100 ,  0.308 ,  0.792 ,
9038,ACTIVE,PA,42352.00,42374.00,43069.00,43434.00,  0.500 ,  0.364 ,  0.136 ,
9039,ACTIVE,PA,42348.00,42374.00,43100.00,43281.00,  0.400 ,  0.088 ,  0.312 ,
9040,ACTIVE,PA,42352.00,42374.00,42947.00,43100.00,  0.600 ,  0.273 ,  0.327 ,
9041,ACTIVE,CD,42348.00,42395.00,43008.00,43373.00,  0.500 ,  0.026 ,  0.474 ,
9042,ACTIVE,PA,42352.00,42374.00,42962.00,43039.00,  0.750 ,  0.501 ,  0.249 ,
9043,ACTIVE,CD,42349.00,42375.00,43190.00,,  0.700 ,  0.217 ,  0.483 ,
9044,ACTIVE,CD,42352.00,42443.00,42825.00,43190.00,  0.550 ,  0.317 ,  0.233 ,
9045,ACTIVE,PA,42353.00,42375.00,43465.00,,  0.750 ,  0.169 ,  0.581 ,
9046,ACTIVE,PP,42353.00,43024.00,42916.00,43465.00,  0.800 ,  -   ,  0.800 ,
9047,ACTIVE,PP,42353.00,42375.00,42855.00,43220.00,  1.500 ,  1.368 ,  0.132 ,
9048,ACTIVE,CD,42353.00,42353.00,43830.00,44179.00,  2.500 ,  0.523 ,  1.977 ,
9049,FINANCIALLY COMPLETED,PP,42353.00,42383.00,43039.00,43039.00,  0.600 ,  0.586 ,  0.014 ,
9050,ACTIVE,CD,42353.00,42353.00,43465.00,44179.00,  4.431 ,  0.930 ,  3.501 ,
9051,ACTIVE,PP,42353.00,42408.00,43100.00,43281.00,  1.000 ,  0.814 ,  0.186 ,
9052,ACTIVE,PP,42355.00,42800.00,43008.00,44180.00,  1.300 ,  -   ,  1.300 ,
9053,ACTIVE,PP,42354.00,42551.00,42916.00,43465.00,  0.800 ,  0.288 ,  0.512 ,
9054,ACTIVE,PA,42354.00,42417.00,43131.00,43496.00,  1.500 ,  0.587 ,  0.913 ,
9055,ACTIVE,CD,42354.00,42713.00,43555.00,,  1.000 ,  0.030 ,  0.970 ,
9056,ACTIVE,PA,42355.00,42355.00,43465.00,,  0.750 ,  0.345 ,  0.405 ,
9057,ACTIVE,RD,42349.00,42349.00,43465.00,,  1.000 ,  0.200 ,  0.800 ,
9058,ACTIVE,CD,42356.00,42356.00,43100.00,43190.00,  0.850 ,  0.606 ,  0.244 ,
9059,ACTIVE,CD,42356.00,42459.00,43465.00,,  1.000 ,  0.017 ,  0.983 ,
9060,ACTIVE,PP,42354.00,42426.00,42855.00,43220.00,  0.875 ,  0.716 ,  0.159 ,
9061,ACTIVE,CD,42356.00,42356.00,43465.00,,  1.765 ,  0.773 ,  0.992 ,
9062,ACTIVE,CD,42356.00,42356.00,43100.00,43465.00,  1.500 ,  0.487 ,  1.013 ,
9063,FINANCIALLY COMPLETED,PA,42359.00,42359.00,42735.00,42886.00,  0.200 ,  0.154 ,  0.046 ,1
9064,ACTIVE,CD,42348.00,42348.00,42916.00,43465.00,  0.750 ,  0.238 ,  0.512 ,
9065,FINANCIALLY COMPLETED,PP,42360.00,42381.00,42735.00,42735.00,  0.500 ,  0.478 ,  0.022 ,
9066,ACTIVE,PA,42354.00,42416.00,43100.00,43465.00,  0.815 ,  0.407 ,  0.408 ,
9067,ACTIVE,CD,42361.00,42361.00,43465.00,,  0.750 ,  0.550 ,  0.200 ,
9068,ACTIVE,CD,42388.00,42758.00,43555.00,,  2.000 ,  -   ,  2.000 ,
9069,ACTIVE,PP,42383.00,42451.00,42735.00,43281.00,  0.600 ,  0.410 ,  0.190 ,
9070,ACTIVE,CD,42397.00,42482.00,43281.00,,  1.000 ,  0.205 ,  0.795 ,
9071,ACTIVE,PP,42397.00,42416.00,44926.00,,  1.300 ,  0.154 ,  1.146 ,
9072,FINANCIALLY COMPLETED,PP,42398.00,42419.00,42689.00,42886.00,  0.570 ,  0.567 ,  0.003 ,
9073,FINANCIALLY COMPLETED,CD,42391.00,42391.00,42855.00,42855.00,  0.225 ,  0.219 ,  0.006 ,1
9074,ACTIVE,CD,42398.00,42487.00,43465.00,,  2.000 ,  0.607 ,  1.393 ,
9075,ACTIVE,PP,42398.00,42481.00,42613.00,43343.00,  1.000 ,  0.382 ,  0.618 ,
9076,ACTIVE,PP,42408.00,42408.00,42825.00,43190.00,  0.225 ,  0.064 ,  0.161 ,
9077,ACTIVE,CD,42408.00,42408.00,43131.00,43465.00,  1.200 ,  0.325 ,  0.875 ,
9078,ACTIVE,PP,42411.00,42411.00,43555.00,,  2.575 ,  1.184 ,  1.391 ,
9079,ACTIVE,PA,42409.00,42444.00,43830.00,,  1.000 ,  0.083 ,  0.917 ,
9080,ACTIVE,CD,42415.00,42419.00,43982.00,44012.00,  2.000 ,  0.588 ,  1.412 ,
9081,ACTIVE,PP,42423.00,42457.00,43220.00,44249.00,  2.517 ,  0.364 ,  2.153 ,
9082,ACTIVE,PP,42431.00,42489.00,42870.00,43220.00,  1.400 ,  0.754 ,  0.646 ,
9083,ACTIVE,PP,42438.00,42438.00,42674.00,43100.00,  0.225 ,  0.139 ,  0.086 ,
9084,ACTIVE,PA,42440.00,42440.00,43008.00,43189.00,  0.225 ,  0.094 ,  0.131 ,
9085,ACTIVE,PP,42447.00,42478.00,42947.00,43281.00,  2.000 ,  0.920 ,  1.080 ,
9086,ACTIVE,CD,42447.00,42447.00,43190.00,43646.00,  2.900 ,  1.123 ,  1.777 ,
9087,FINANCIALLY COMPLETED,RD,42451.00,42451.00,42825.00,42962.00,  0.225 ,  0.156 ,  0.069 ,
9088,ACTIVE,CD,42447.00,42447.00,43190.00,,  1.250 ,  0.652 ,  0.598 ,
9089,ACTIVE,CD,42433.00,42433.00,42825.00,43343.00,  3.267 ,  2.930 ,  0.337 ,
9090,ACTIVE,PP,42450.00,42450.00,43464.00,,  2.500 ,  0.811 ,  1.689 ,
9091,ACTIVE,PA,42468.00,42492.00,42916.00,43190.00,  0.300 ,  0.121 ,  0.179 ,
9092,ACTIVE,CD,42471.00,42506.00,43646.00,43753.00,  1.300 ,  0.161 ,  1.139 ,
9093,ACTIVE,RD,42472.00,42472.00,43343.00,,  1.500 ,  0.633 ,  0.867 ,
9094,ACTIVE,PA,42445.00,42445.00,42613.00,43100.00,  0.215 ,  0.109 ,  0.106 ,
9095,ACTIVE,CD,42472.00,42472.00,43585.00,43799.00,  2.000 ,  0.513 ,  1.487 ,
9096,FINANCIALLY COMPLETED,PP,42478.00,42500.00,42855.00,42978.00,  0.500 ,  0.456 ,  0.044 ,
9097,FINANCIALLY COMPLETED,PP,42478.00,42528.00,42643.00,43008.00,  0.500 ,  0.368 ,  0.132 ,
9098,ACTIVE,CD,42479.00,42479.00,43830.00,,  5.000 ,  0.984 ,  4.016 ,
9099,ACTIVE,PP,42479.00,42503.00,42916.00,43295.00,  1.800 ,  0.456 ,  1.344 ,
9100,ACTIVE,CD,42482.00,42683.00,43404.00,,  1.000 ,  0.072 ,  0.928 ,
9101,ACTIVE,PP,42482.00,42776.00,43738.00,,  0.900 ,  0.082 ,  0.818 ,
9102,ACTIVE,CD,42482.00,42521.00,42825.00,43373.00,  0.500 ,  0.195 ,  0.305 ,
9103,ACTIVE,CD,42482.00,42811.00,43281.00,43364.00,  1.000 ,  0.091 ,  0.909 ,
9104,ACTIVE,PP,42468.00,42535.00,42885.00,43251.00,  0.500 ,  0.227 ,  0.273 ,
9105,FINANCIALLY COMPLETED,PP,42480.00,42523.00,42643.00,42643.00,  0.500 ,  0.465 ,  0.035 ,
9106,ACTIVE,PP,42486.00,42527.00,42735.00,43830.00,  1.000 ,  0.002 ,  0.998 ,
9107,ACTIVE,PP,42493.00,42493.00,42916.00,42979.00,  0.225 ,  -   ,  0.225 ,
9108,FINANCIALLY COMPLETED,PP,42489.00,42500.00,42704.00,42947.00,  0.700 ,  0.613 ,  0.087 ,
9109,ACTIVE,CD,42496.00,42501.00,43100.00,,  1.000 ,  0.632 ,  0.368 ,
9110,ACTIVE,CD,42488.00,42488.00,43555.00,,  4.300 ,  0.037 ,  4.263 ,
9111,ACTIVE,CD,42503.00,42503.00,43616.00,,  2.500 ,  0.469 ,  2.031 ,
9112,ACTIVE,PA,42503.00,42534.00,43251.00,,  0.400 ,  0.106 ,  0.294 ,
9113,ACTIVE,CD,42506.00,42507.00,43646.00,,  0.935 ,  0.194 ,  0.741 ,
9114,ACTIVE,CD,42503.00,42529.00,43100.00,43281.00,  0.400 ,  0.084 ,  0.316 ,
9115,ACTIVE,CD,42503.00,42543.00,43251.00,43524.00,  1.500 ,  0.457 ,  1.043 ,
9116,ACTIVE,CD,42506.00,42508.00,43100.00,43131.00,  1.250 ,  0.578 ,  0.672 ,
9117,ACTIVE,PP,42503.00,42548.00,42794.00,43158.00,  1.100 ,  0.806 ,  0.294 ,
9118,ACTIVE,CD,42508.00,42508.00,43237.00,,  0.500 ,  0.183 ,  0.317 ,
9119,ACTIVE,CD,42517.00,42544.00,44196.00,,  4.500 ,  0.508 ,  3.992 ,
9120,ACTIVE,PP,42528.00,42535.00,42704.00,43069.00,  0.950 ,  0.714 ,  0.236 ,
9121,ACTIVE,RD,42531.00,42531.00,43312.00,,  1.200 ,  0.562 ,  0.638 ,
9122,ACTIVE,PA,42538.00,42556.00,43465.00,,  0.750 ,  0.125 ,  0.625 ,
9123,ACTIVE,PA,42542.00,42542.00,43008.00,43190.00,  0.500 ,  0.207 ,  0.293 ,
9124,ACTIVE,PA,42543.00,42573.00,43100.00,43281.00,  0.400 ,  0.020 ,  0.380 ,
9125,ACTIVE,CD,42545.00,42859.00,43465.00,,  0.900 ,  -   ,  0.900 ,
9126,ACTIVE,PA,42548.00,42583.00,43251.00,,  0.400 ,  0.040 ,  0.360 ,
9127,ACTIVE,CD,42550.00,42572.00,43677.00,,  0.800 ,  0.546 ,  0.254 ,
9128,ACTIVE,CD,42551.00,42572.00,43830.00,,  0.500 ,  -   ,  0.500 ,
9129,ACTIVE,CD,42555.00,42646.00,43373.00,,  1.500 ,  0.236 ,  1.264 ,
9130,ACTIVE,RD,42552.00,42552.00,43830.00,,  1.400 ,  0.307 ,  1.093 ,
9131,ACTIVE,PA,42552.00,42664.00,42930.00,43295.00,  0.500 ,  0.107 ,  0.393 ,
9132,ACTIVE,PA,42562.00,42583.00,43100.00,,  0.400 ,  0.248 ,  0.152 ,
9133,ACTIVE,CD,42559.00,42628.00,43799.00,,  0.750 ,  0.155 ,  0.595 ,
9134,ACTIVE,PP,42565.00,42587.00,43008.00,43373.00,  1.900 ,  0.495 ,  1.405 ,
9135,ACTIVE,CD,42565.00,42565.00,43281.00,,  1.500 ,  0.411 ,  1.089 ,
9136,ACTIVE,CD,42566.00,42566.00,43646.00,,  0.225 ,  0.032 ,  0.193 ,
9137,ACTIVE,PA,42570.00,42664.00,43022.00,43357.00,  1.000 ,  0.282 ,  0.718 ,
9138,ACTIVE,PA,42570.00,42598.00,43635.00,,  0.800 ,  0.009 ,  0.791 ,
9139,ACTIVE,PP,42566.00,42964.00,43100.00,43465.00,  1.000 ,  -   ,  1.000 ,
9140,ACTIVE,PP,42573.00,42591.00,43100.00,43281.00,  0.500 ,  0.404 ,  0.096 ,
9141,ACTIVE,PP,42576.00,42598.00,42856.00,43221.00,  0.750 ,  0.508 ,  0.242 ,
9142,ACTIVE,PP,42576.00,42583.00,43100.00,43281.00,  0.500 ,  0.310 ,  0.190 ,
9143,ACTIVE,CD,42576.00,42605.00,43646.00,,  0.350 ,  0.032 ,  0.318 ,
9144,ACTIVE,PP,42573.00,42600.00,43830.00,,  1.500 ,  0.136 ,  1.364 ,
9145,ACTIVE,PA,42576.00,42600.00,43281.00,,  0.400 ,  0.144 ,  0.256 ,
9146,FINANCIALLY COMPLETED,PP,42579.00,42579.00,42855.00,43100.00,  0.225 ,  0.221 ,  0.004 ,
9147,ACTIVE,PP,42583.00,42639.00,43008.00,43100.00,  1.050 ,  0.933 ,  0.117 ,
9148,ACTIVE,PP,42587.00,42613.00,43524.00,,  0.800 ,  0.400 ,  0.400 ,
9149,ACTIVE,RD,42587.00,42587.00,43465.00,,  1.200 ,  1.004 ,  0.196 ,
9150,ACTIVE,PA,42586.00,42614.00,43131.00,43189.00,  0.500 ,  0.214 ,  0.286 ,
9151,ACTIVE,PA,42587.00,42612.00,43646.00,,  1.300 ,  0.479 ,  0.821 ,
9152,ACTIVE,PP,42587.00,42796.00,43100.00,43465.00,  0.850 ,  0.472 ,  0.378 ,
9153,ACTIVE,PP,42592.00,42614.00,42978.00,43343.00,  1.000 ,  0.043 ,  0.957 ,
9154,ACTIVE,PP,42555.00,42634.00,43160.00,43465.00,  1.330 ,  0.364 ,  0.966 ,
9155,ACTIVE,CD,42598.00,42639.00,43281.00,,  0.500 ,  0.122 ,  0.378 ,
9156,ACTIVE,PA,42599.00,42599.00,43343.00,43465.00,  3.000 ,  1.702 ,  1.298 ,
9157,ACTIVE,CD,42598.00,42690.00,44195.00,,  1.000 ,  0.060 ,  0.940 ,
9158,ACTIVE,CD,42601.00,42625.00,43404.00,,  0.750 ,  0.325 ,  0.425 ,
9159,ACTIVE,CD,42598.00,42598.00,43281.00,,  0.375 ,  0.016 ,  0.359 ,
9160,ACTIVE,PP,42606.00,42606.00,42776.00,43465.00,  0.825 ,  0.217 ,  0.608 ,
9161,ACTIVE,PA,42611.00,42634.00,43434.00,,  1.500 ,  0.472 ,  1.028 ,
9162,ACTIVE,CD,42613.00,42613.00,43343.00,43381.00,  1.000 ,  0.247 ,  0.753 ,
9163,ACTIVE,PA,42613.00,42639.00,43708.00,,  0.400 ,  0.119 ,  0.281 ,
9164,ACTIVE,PP,42614.00,42614.00,42978.00,43342.00,  0.425 ,  0.177 ,  0.248 ,
9165,ACTIVE,CD,42611.00,42648.00,43312.00,,  0.800 ,  0.149 ,  0.651 ,
9166,ACTIVE,CD,42613.00,42755.00,43404.00,,  0.600 ,  0.080 ,  0.520 ,
9167,ACTIVE,PP,42627.00,42696.00,43008.00,43159.00,  0.575 ,  0.476 ,  0.099 ,
9168,ACTIVE,CD,42627.00,42627.00,43404.00,,  2.000 ,  0.454 ,  1.546 ,
9169,ACTIVE,PP,42627.00,42657.00,43190.00,,  0.800 ,  0.439 ,  0.361 ,
9170,ACTIVE,RD,42618.00,42618.00,43465.00,,  2.000 ,  0.373 ,  1.627 ,
9171,ACTIVE,PP,42628.00,42654.00,43524.00,,  1.000 ,  0.350 ,  0.650 ,
9172,ACTIVE,RD,42628.00,42628.00,43524.00,,  2.500 ,  0.657 ,  1.843 ,
9173,ACTIVE,CD,42633.00,42844.00,43830.00,44061.00,  1.000 ,  0.027 ,  0.973 ,
9174,ACTIVE,CD,42634.00,42634.00,43404.00,,  0.225 ,  -   ,  0.225 ,
9175,ACTIVE,PP,42635.00,42635.00,43039.00,43343.00,  0.225 ,  0.017 ,  0.208 ,
9176,ACTIVE,PP,42639.00,42639.00,42916.00,43646.00,  0.225 ,  0.080 ,  0.145 ,
9177,ACTIVE,PA,42639.00,42661.00,43220.00,43444.00,  0.400 ,  0.063 ,  0.337 ,
9178,ACTIVE,PA,42636.00,42678.00,43281.00,43646.00,  1.000 ,  0.015 ,  0.985 ,
9179,ACTIVE,PP,42639.00,42718.00,43344.00,,  1.500 ,  0.090 ,  1.410 ,
9180,ACTIVE,CD,42639.00,42654.00,43646.00,,  1.550 ,  0.939 ,  0.611 ,
9181,ACTIVE,PA,42642.00,42642.00,43708.00,,  0.700 ,  0.316 ,  0.384 ,
9182,ACTIVE,CD,42635.00,42718.00,43434.00,43676.00,  2.000 ,  0.309 ,  1.691 ,
9183,ACTIVE,CD,42641.00,42664.00,44561.00,,  2.000 ,  0.182 ,  1.818 ,
9184,ACTIVE,PP,42642.00,42783.00,43373.00,43464.00,  1.000 ,  0.201 ,  0.799 ,
9185,ACTIVE,PP,42642.00,42664.00,43251.00,43465.00,  2.450 ,  0.199 ,  2.251 ,
9186,ACTIVE,PP,42642.00,42675.00,43465.00,,  0.500 ,  0.008 ,  0.492 ,
9187,ACTIVE,CD,42643.00,42941.00,44592.00,,  5.000 ,  0.003 ,  4.997 ,
9188,ACTIVE,PA,42642.00,42667.00,43738.00,,  0.400 ,  0.108 ,  0.292 ,
9189,ACTIVE,PP,42642.00,42684.00,43008.00,43373.00,  0.500 ,  0.026 ,  0.474 ,
9190,ACTIVE,CD,42642.00,42674.00,43343.00,,  2.000 ,  0.942 ,  1.058 ,
9191,ACTIVE,RD,42643.00,42643.00,43646.00,,  1.500 ,  0.109 ,  1.391 ,
9192,ACTIVE,PP,42643.00,42738.00,43220.00,,  1.800 ,  0.565 ,  1.235 ,
9193,ACTIVE,CD,42643.00,,45657.00,,  1.000 ,  -   ,  1.000 ,
9194,ACTIVE,PP,42643.00,42668.00,42886.00,43251.00,  1.000 ,  0.541 ,  0.459 ,
9195,ACTIVE,PA,42648.00,42669.00,43159.00,43206.00,  0.400 ,  0.118 ,  0.282 ,
9196,ACTIVE,PA,42648.00,42669.00,43373.00,,  0.600 ,  0.112 ,  0.488 ,
9197,ACTIVE,RD,42643.00,42643.00,43465.00,,  0.500 ,  0.164 ,  0.336 ,
9198,ACTIVE,PP,42650.00,42884.00,42993.00,43358.00,  1.160 ,  0.079 ,  1.081 ,
9199,ACTIVE,PP,42650.00,42776.00,43281.00,43555.00,  1.000 ,  0.034 ,  0.966 ,
9200,ACTIVE,PP,42650.00,42704.00,43039.00,43131.00,  0.950 ,  0.170 ,  0.780 ,
9201,ACTIVE,CD,42648.00,42726.00,43418.00,,  0.700 ,  0.220 ,  0.480 ,
9202,ACTIVE,CD,42650.00,42650.00,43496.00,,  0.500 ,  0.120 ,  0.380 ,
9203,ACTIVE,PP,42657.00,42681.00,43465.00,,  1.050 ,  -   ,  1.050 ,
